"SR","FRic","FEve","FDiv","FDis","RaoQ","kde.alpha","kde.evenness","kde.dispersion","Plot","Ring","n_trait","traits","mean_cor","min_cor","max_cor"
7,15.5570191326645,0.616681439810405,0.715330487183401,46.8429962831755,3530.23705290502,88.6912844704169,0.472695431678454,97.5813102882045,23,1,2,1,NA,NA,NA
6,10.9393674450795,0.511263757025702,0.769377674985488,39.6178122437181,3178.29291847184,89.83265139363,0.453578315743613,99.3370554561833,33,1,2,1,NA,NA,NA
5,10.9393674450795,0.544582007454323,0.938618594757765,39.6536360832325,3175.78500754435,103.839681330149,0.432535425313289,106.370319715433,45,1,2,1,NA,NA,NA
5,10.9393674450795,0.446179042305887,0.865577259176817,41.6497173895901,3167.13498404726,107.712846455492,0.466317602565689,101.35254268563,51,1,2,1,NA,NA,NA
7,34.1480785615558,0.654767215889649,0.832939177239704,56.1055000527517,4468.82599735942,173.537008311015,0.508461128827844,98.0635485719398,147,3,2,1,NA,NA,NA
7,47.5204071922388,0.672002140943651,0.89793767210245,44.8980308501753,3046.38323747694,190.969038556104,0.529384922135845,91.3910086038397,163,3,2,1,NA,NA,NA
6,24.3116960757625,0.658704468813968,0.95164189035928,39.3844788571689,2911.44437257671,107.867945118552,0.487094424713216,104.82578826742,173,3,2,1,NA,NA,NA
4,10.8496452296586,0.469342046784714,0.903786669092672,43.8772167028235,3369.90932755983,125.984077053715,0.482564161105432,116.359299009023,179,3,2,1,NA,NA,NA
7,21.8622554181974,0.576504947570645,0.868530124290625,44.4111277861992,3274.34734011844,93.1852628719192,0.50577103463423,99.8954973900064,250,5,2,1,NA,NA,NA
3,13.372328630683,0.590685177008023,0.99471916805668,35.9558335974458,3134.41305870757,181.93497056452,0.562732069194693,136.879996593381,270,5,2,1,NA,NA,NA
7,28.9293477633475,0.699546415163589,0.772268796627357,61.298425132053,4854.41641930772,115.550843557958,0.525718733930483,103.67758270863,272,5,2,1,NA,NA,NA
7,26.1104538176468,0.522692447050556,0.970605992317049,38.5635141010228,2979.17895352978,99.2015832154827,0.442226607135567,101.1020923779,283,5,2,1,NA,NA,NA
7,104.658925922575,0.617266020872077,0.681629653246346,46.8473412813646,3530.43622734854,541.163259532037,0.627316118339638,92.8392953017092,23,1,2,2,NA,NA,NA
6,104.658925922575,0.511509331456193,0.70985524026815,39.6423861636063,3178.43140414057,583.007862065896,0.604549318250405,96.3932376060538,33,1,2,2,NA,NA,NA
5,97.5401938606535,0.544596831541804,0.938726066575311,39.6541128278873,3175.7928708534,506.812638700693,0.40906541945998,111.469958825003,45,1,2,2,NA,NA,NA
5,97.5401938606535,0.446258130750521,0.862271259366515,41.6588679476139,3167.28724180674,640.584596765299,0.58046027385635,99.9058390965297,51,1,2,2,NA,NA,NA
7,53.5522711572772,0.654880365835639,0.823069311106447,56.1061377672388,4468.83666321467,296.571723371888,0.554201217099529,91.997387291055,147,3,2,2,NA,NA,NA
7,54.1098035258432,0.672158683483581,0.882798456164926,44.8980759252666,3046.38766165131,268.670311797592,0.540180081757454,90.2681747177917,163,3,2,2,NA,NA,NA
6,104.225911223903,0.658675067524581,0.952703964150046,39.3858513636174,2911.4845320459,502.998722113667,0.453101287562794,101.300232711561,173,3,2,2,NA,NA,NA
4,39.1428670919989,0.469375445612203,0.903826785029974,43.877286613457,3369.91291192216,329.711646633638,0.532303740467554,113.954082668496,179,3,2,2,NA,NA,NA
7,108.048459126289,0.583143515979234,0.821606732791792,44.4668117674773,3274.49382414638,573.852856354603,0.5991965590322,93.3854451321756,250,5,2,2,NA,NA,NA
3,6.68571736324909,0.590690448010057,0.994719176918359,35.9557715046431,3134.4020605836,180.911303125603,0.528696232108315,136.980328673388,270,5,2,2,NA,NA,NA
7,104.225911223903,0.700048519695777,0.775695968195162,61.3006071796903,4854.57317883312,559.971494302592,0.635836558895694,99.6868358310815,272,5,2,2,NA,NA,NA
7,105.442214395752,0.522857708690036,0.958542245095116,38.5665695537595,2979.26409021486,501.695461003201,0.509246473611365,94.6238954679586,283,5,2,2,NA,NA,NA
7,400.680439361851,0.619295592275505,0.750338741942739,46.8770831948244,3531.73305142415,1864.29913736714,0.56037330925428,93.2267283288126,23,1,2,3,NA,NA,NA
6,368.045459246525,0.513985877553631,0.793574443768047,39.8388225022162,3179.35148505131,1775.49975725161,0.564626302771866,99.7774107544557,33,1,2,3,NA,NA,NA
5,368.045459246525,0.546491110528436,0.939119907648083,39.6555039375962,3175.9637267783,1722.54603562437,0.508899940192446,111.120331299998,45,1,2,3,NA,NA,NA
5,368.045459246525,0.448033736163868,0.878165467633574,41.6669831602724,3167.56511779991,1811.10001847753,0.546641753568553,105.946317942108,51,1,2,3,NA,NA,NA
7,326.493159881251,0.659238808134529,0.833541419431579,56.1332590914819,4469.81558295737,1533.40661587904,0.528121741247305,98.0954070293383,147,3,2,3,NA,NA,NA
7,352.147111184242,0.673973349040372,0.897295854927123,44.9040188927372,3047.02431027917,1490.71982046847,0.518281119861343,92.9621216181629,163,3,2,3,NA,NA,NA
