"SR","FRic","FEve","FDiv","FDis","RaoQ","kde.alpha","kde.evenness","kde.dispersion","Plot","Ring","n_trait","traits","mean_cor","min_cor","max_cor"
7,15.3691647621183,0.344969309929122,0.955896890301766,39.4827924204173,2975.01346462567,76.5450313826119,0.490081589737926,98.7773054014795,13,1,2,1,NA,NA,NA
3,5.94146600226761,0.109781749882095,0.928740916571675,35.0791336941461,2903.93127270657,117.855054624225,0.570672529950666,132.899198575636,30,1,2,1,NA,NA,NA
4,34.1480785614555,0.458227298328078,0.956781777737686,35.4840668500274,2927.71679518262,257.019166642423,0.490783494490033,117.085101901064,43,1,2,1,NA,NA,NA
3,5.94146600226761,0.0589875792793424,0.933460705443303,15.4819589401921,1078.15915615141,101.39118130891,0.490737540761584,118.07444634848,52,1,2,1,NA,NA,NA
6,15.5570191323025,0.236866392676652,0.916211695456294,34.5742014694534,2642.67179418833,82.6699991555619,0.433398763072772,100.885786748622,130,3,2,1,NA,NA,NA
4,34.1480785614555,0.579500883237645,0.967442586255222,43.9749056175223,3727.70933017435,236.449084060119,0.471564206829664,119.838418023362,151,3,2,1,NA,NA,NA
4,34.1480785614555,0.449168354007527,0.889002499550371,34.1584176394999,2394.74047985107,263.47414038954,0.518005922947145,108.04477228688,175,3,2,1,NA,NA,NA
5,34.1480785614555,0.382021573129866,0.854994073029497,49.8794185460909,3967.56995808908,240.255627850105,0.596985514996351,104.233546760502,180,3,2,1,NA,NA,NA
5,34.1480785614555,0.396463600664739,0.886441106999949,31.9531158375366,2237.37397399376,220.729565770515,0.531325446034502,99.6092572000808,253,5,2,1,NA,NA,NA
4,34.1480785614555,0.498977779133304,0.946018084192979,44.9063580375234,3763.01982038529,270.746690345534,0.537299047122657,116.801900737012,267,5,2,1,NA,NA,NA
6,34.1480785614555,0.390475430277244,0.900976172692135,31.2206547214605,2103.72978101209,179.279712471234,0.483624455641876,90.7886405786039,275,5,2,1,NA,NA,NA
5,15.5570191323025,0.40900100961359,0.920471768532998,27.6587709582678,2000.34797360798,90.0167294979066,0.437014874017916,103.483111894757,301,5,2,1,NA,NA,NA
7,104.658925922562,0.345176693084965,0.85180461540282,39.4895614495372,2975.15925988825,563.329977013395,0.57158935843838,96.3598123167775,13,1,2,2,NA,NA,NA
3,97.540193860617,0.109819594238439,0.928751109336489,35.0813707184853,2904.00592190806,1040.75850781943,0.548838109399725,136.537175724346,30,1,2,2,NA,NA,NA
4,97.540193860617,0.458388267801689,0.950642498577024,35.4844094048929,2927.72198930307,647.675202899219,0.440962108580556,118.528964347887,43,1,2,2,NA,NA,NA
3,97.540193860617,0.0590084603101346,0.933470292812682,15.4834086421149,1078.2332362999,932.968899658672,0.473959171731651,116.617192490169,52,1,2,2,NA,NA,NA
6,18.471722780118,0.236898354753805,0.891849341490879,34.5740967244028,2642.66116453887,102.27467829443,0.449064393461572,102.5954455214,130,3,2,2,NA,NA,NA
4,39.8554717619466,0.579500170059951,0.967442833562172,43.9748246397918,3727.6963392275,283.768691764687,0.469406951929897,125.178413194722,151,3,2,2,NA,NA,NA
4,46.20778299071,0.449151348810997,0.892197670818251,34.1584370344409,2394.74207019066,361.819898144313,0.54232595490369,107.048837370243,175,3,2,2,NA,NA,NA
5,97.540193860617,0.382100855479694,0.833376319829688,49.8916225318826,3967.57619807795,557.331196398071,0.489801308020998,109.689972260857,180,3,2,2,NA,NA,NA
5,97.540193860617,0.398051375410127,0.870782153975445,31.9535518003681,2237.38591458083,531.821054998714,0.428084298906612,101.101402415846,253,5,2,2,NA,NA,NA
4,97.540193860617,0.499144747340994,0.938887602828983,44.9069245838333,3763.02214272893,674.612497088062,0.47168638574262,124.125528705074,267,5,2,2,NA,NA,NA
6,97.540193860617,0.391490870233803,0.888187030757468,31.2215021293244,2103.75789173673,452.534059596179,0.411256998833097,91.2163676811292,275,5,2,2,NA,NA,NA
5,97.540193860617,0.409570165743892,0.925546321744994,27.6611822993527,2000.44985121494,610.410272539089,0.509806710219175,99.272188195244,301,5,2,2,NA,NA,NA
7,463.236409349728,0.350363032503908,0.93152765329292,39.5006737988731,2975.91091237511,1831.54430443124,0.527141890256868,102.919150020544,13,1,2,3,NA,NA,NA
3,113.17531072341,0.109850360053925,0.928751427402696,35.0831543138464,2904.10707083808,2412.13567112595,0.483079181021972,133.863103905136,30,1,2,3,NA,NA,NA
4,113.17531072341,0.458270044414308,0.950645274359469,35.4854843691495,2927.81386438458,1633.76088223544,0.385870183377961,114.461314125233,43,1,2,3,NA,NA,NA
3,113.17531072341,0.0590254359649409,0.933470873373953,15.4847071516837,1078.303460867,2077.78832161778,0.428756576709318,117.199442279958,52,1,2,3,NA,NA,NA
6,273.476420662851,0.243059108061626,0.904127405330761,34.5787606833955,2642.88517702573,1437.85418767002,0.334743922805231,103.316213508309,130,3,2,3,NA,NA,NA
