"WaterShed","uid","andropogon_gerardii","schizachyrium_scoparium","bouteloua_curtipendula","bouteloua_gracilis","bouteloua_hirsuta","bouteloua_dactyloides","elymus_canadensis","elymus_virginicus","eragrostis_spectabilis","koeleria_macrantha","muhlenbergia_cuspidata","dichanthelium_oligosanthes","panicum_virgatum","dichanthelium_ovale","poa_pratensis","sorghastrum_nutans","spartina_pectinata","sphenopholis_obtusata","sporobolus_compositus","sporobolus_cryptandrus","sporobolus_heterolepis","bromus_arvensis","vulpia_octoflora","hordeum_pusillum","schedonnardus_paniculatus","carex_brevior","carex_gravida","carex_inops","carex_meadii","cyperus_lupulinus","eleocharis_compressa","amorpha_canescens","ceanothus_herbaceus","rosa_arkansana","symphoricarpos_orbiculatus","achillea_millefolium","ambrosia_psilostachya","antennaria_neglecta","artemisia_ludoviciana","asclepias_stenophylla","asclepias_verticillata","asclepias_viridis","asclepias_tuberosa","symphyotrichum_ericoides","symphyotrichum_oblongifolium","symphyotrichum_sericeum","astragalus_crassicarpus","baptisia_australis","baptisia_bracteata","arnoglossum_plantagineum","callirhoe_involucrata","cirsium_undulatum","conyza_canadensis","croton_monanthogynus","delphinium_carolinianum","descurainia_pinnata","draba_reptans","echinacea_angustifolia","erigeron_strigosus","euphorbia_marginata","euphorbia_spathulata","euphorbia_glyptosperma","hedeoma_hispida","hieracium_longipilum","hybanthus_verticillatus","hymenopappus_scabiosaeus","brickellia_eupatorioides","lepidium_densiflorum","lespedeza_capitata","liatris_punctata","linum_sulcatum","lithospermum_incisum","lomatium_foeniculaceum","oenothera_macrocarpa","oenothera_speciosa","oenothera_biennis","opuntia_macrorhiza","oxalis_stricta","oxalis_violacea","penstemon_cobaea","penstemon_grandiflorus","dalea_candida","dalea_multiflora","dalea_purpurea","physalis_pumila","plantago_rhodosperma","polygala_verticillata","pediomelum_esculentum","pediomelum_tenuiflorum","ratibida_columnifera","ruellia_humilis","salvia_azurea","mimosa_quadrivalvis","packera_plattensis","silene_antirrhina","sisyrinchium_campestre","solanum_carolinense","solidago_altissima","solidago_missouriensis","solidago_rigida","spermolepis_inermis","tragia_betonicifolia","tragopogon_dubius","triodanis_leptocarpa","triodanis_perfoliata","glandularia_bipinnatifida","verbena_stricta","vernonia_baldwinii","viola_bicolor","galium_aparine","lespedeza_violacea","pediomelum_argophyllum","desmodium_illinoense","viola_pedatifida","prunus_americana","kummerowia_stipulacea","asclepias_viridiflora","ageratina_altissima","comandra_umbellata","agalinis_aspera","acalypha_virginica","ulmus_americana","parietaria_pensylvanica","asclepias_syriaca","taraxacum_officinale","medicago_lupulina","cornus_drummondii","digitaria_cognata","lithospermum_occidentale","bromus_inermis","prunella_vulgaris","teucrium_canadense","grindelia_squarrosa","calystegia_macounii","verbascum_blattaria","euphorbia_dentata","gleditsia_triacanthos","celtis_occidentalis","viola_nephrophylla","ambrosia_artemisiifolia","euphorbia_serpens","tridens_flavus","fallopia_scandens","stenaria_nigricans","mirabilis_albida","toxicodendron_radicans","rhus_glabra","monarda_fistulosa","torilis_arvensis","rhus_aromatica","triosteum_perfoliatum","juniperus_virginiana","euphorbia_nutans","euphorbia_cyathophora","senna_marilandica","cercis_canadensis","oenothera_serrulata","plantago_patagonica","muhlenbergia_racemosa","zanthoxylum_americanum","geum_canadense","rubus_pensilvanicus","verbena_urticifolia","symphyotrichum_drummondii","cirsium_altissimum","erigeron_philadelphicus","eupatorium_altissimum","desmodium_sessilifolium","erigeron_annuus","ulmus_rubra","securigera_varia","erechtites_hieraciifolia","carex_austrina","pseudognaphalium_obtusifolium","solidago_canadensis"
"n01b",49,11.5207373271889,1.0752688172043,0.153609831029186,0,1.0752688172043,11.5207373271889,0,0,0.153609831029186,0,0,1.0752688172043,0,0,0.153609831029186,4.60829493087558,0,0,0.153609831029186,0,0,4.60829493087558,1.0752688172043,0.153609831029186,0,0.153609831029186,0,0.153609831029186,0.153609831029186,0,0,4.60829493087558,1.0752688172043,0,4.60829493087558,0.153609831029186,19.2012288786482,0,1.0752688172043,0,0,0,0,1.0752688172043,0.153609831029186,0.153609831029186,0,0,0,0,1.0752688172043,0,0.153609831029186,0,0,0,0,0.153609831029186,0.153609831029186,0.153609831029186,0.153609831029186,0,0.153609831029186,0,0,1.0752688172043,0,1.0752688172043,1.0752688172043,0,1.0752688172043,0,0.153609831029186,0,0,0,1.0752688172043,0.153609831029186,0,0,0,0,0,0.153609831029186,0,0,0,0,0,0.153609831029186,0,0,0,0,0.153609831029186,0.153609831029186,0,1.0752688172043,11.5207373271889,4.60829493087558,0.153609831029186,0,0,0,0,0,0.153609831029186,0.153609831029186,0,0,0,0,0,0,0,0,0,0,0,0,0.153609831029186,0,0,0,0,0,0,0.153609831029186,0,0,0,0.153609831029186,1.0752688172043,0,0.153609831029186,0,0,0,0.153609831029186,1.0752688172043,0,0.153609831029186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0752688172043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"n01b",42,21.4899713467049,0.286532951289398,2.00573065902579,0,0,0,0,0,0.286532951289398,0,0,2.00573065902579,2.00573065902579,0,0,2.00573065902579,0,0,0.286532951289398,0,0,0,0,0,0,0.286532951289398,0,0.286532951289398,0,0,0,21.4899713467049,0,0,0,0,35.8166189111748,0,0,0,0,0,0,0.286532951289398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286532951289398,0,0.286532951289398,0,0.286532951289398,0,0,0,0,0,0,0.286532951289398,0,0,0,0.286532951289398,0,0.286532951289398,0.286532951289398,0,0,0.286532951289398,0,0.286532951289398,0.286532951289398,0.286532951289398,0.286532951289398,0,0,0.286532951289398,0,0.286532951289398,0,2.00573065902579,0,0,0,0,0,0,0.286532951289398,0.286532951289398,0,0,2.00573065902579,0,0,0,0,0,0.286532951289398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286532951289398,0,0,0,0,0,0,2.00573065902579,0,0,0,0,0,0.286532951289398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"n01b",56,17.4418604651163,6.97674418604651,0.232558139534884,0.232558139534884,0,0,0,0,0.232558139534884,0,0,1.62790697674419,0,0,0.232558139534884,1.62790697674419,0,0,0.232558139534884,0,0,0.232558139534884,0.232558139534884,0.232558139534884,0,0.232558139534884,0.232558139534884,1.62790697674419,0,0,0,0.232558139534884,0,0,1.62790697674419,0,1.62790697674419,0,0.232558139534884,0,0,0.232558139534884,0,0.232558139534884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232558139534884,0,0,0,0.232558139534884,0,0,0,0.232558139534884,0.232558139534884,0.232558139534884,0,0.232558139534884,0,0,0,0,0,0,0,0,0,0,0,0,0.232558139534884,0,0.232558139534884,0,0,0,0,0,1.62790697674419,0,0,0.232558139534884,0,0.232558139534884,0.232558139534884,17.4418604651163,39.5348837209302,0.232558139534884,0,0,0,0,0,0.232558139534884,1.62790697674419,0,0,0.232558139534884,0,0,0,0,0,0,0,0.232558139534884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232558139534884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232558139534884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"n01b",41,7.48129675810474,0.249376558603491,1.74563591022444,1.74563591022444,0,0,0.249376558603491,0,0,0,0,0.249376558603491,0.249376558603491,0,0,7.48129675810474,0,0,0.249376558603491,0,0,0.249376558603491,0,0,0,0.249376558603491,0,0.249376558603491,0.249376558603491,0.249376558603491,0,18.7032418952618,0,0,0.249376558603491,0.249376558603491,42.3940149625935,0,0.249376558603491,0,0,0.249376558603491,0,0.249376558603491,0,0,0.249376558603491,0,0,0,0,0,0.249376558603491,0,0,0,0,0,0.249376558603491,0,0,0,0,0,0,0,0.249376558603491,0.249376558603491,0,0,0.249376558603491,0,0,0,0,0,0,0.249376558603491,0,0,0,0.249376558603491,0,0.249376558603491,0.249376558603491,0.249376558603491,0,0,0,0.249376558603491,0,0,0,0,0,0,0,1.74563591022444,0,1.74563591022444,0,0,0,0,0,0,0.249376558603491,1.74563591022444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.48129675810474,0,0,0,0,0,0.249376558603491,0,0,0,0,0.249376558603491,0,0,0,0,0,0,0,0,0.249376558603491,0,0,0,0,0,0,0,0
"n01b",51,19.4300518134715,0,0.259067357512953,0,0,0,0.259067357512953,0,0.259067357512953,0,0,0.259067357512953,0,0,0.259067357512953,7.7720207253886,0,0,0.259067357512953,0,0,0.259067357512953,0,0.259067357512953,0,0.259067357512953,0,1.81347150259067,0,0,0,1.81347150259067,0,0.259067357512953,0.259067357512953,1.81347150259067,19.4300518134715,0,7.7720207253886,0,0,0,0,0.259067357512953,0,0,0,0,0,0,0,1.81347150259067,0.259067357512953,0,0,0,0,0,0.259067357512953,0,0,0,0,0,0,0.259067357512953,0.259067357512953,0.259067357512953,1.81347150259067,0,0.259067357512953,0,0,0,0,0,0,0.259067357512953,0,0,0,0,0,0.259067357512953,0.259067357512953,1.81347150259067,0,0,0,0.259067357512953,0.259067357512953,0.259067357512953,0,0,0.259067357512953,0,0,1.81347150259067,0,19.4300518134715,0.259067357512953,0,0,0,0,0,1.81347150259067,1.81347150259067,0,0,0,0,0,0,0,0,0.259067357512953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81347150259067,0,0,0,0,0,0,0.259067357512953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259067357512953,0,0,0,0,0,0,0,0,0,0,0.259067357512953,0,0,0,0.259067357512953,0,0
"n01b",47,14.5631067961165,1.35922330097087,1.35922330097087,1.35922330097087,1.35922330097087,0.194174757281553,0,0,0.194174757281553,0,0,0.194174757281553,0,0,0.194174757281553,5.8252427184466,0,0,0,0,0,0,0.194174757281553,0.194174757281553,0,0.194174757281553,0,0.194174757281553,0.194174757281553,0,0,1.35922330097087,1.35922330097087,0,5.8252427184466,0.194174757281553,14.5631067961165,0,0.194174757281553,0,0,0,0,0.194174757281553,0,0,0,0,0,0,1.35922330097087,0,0,0,0,0,0.194174757281553,0.194174757281553,0.194174757281553,0,0.194174757281553,0,0,0.194174757281553,0,0,0.194174757281553,0.194174757281553,0.194174757281553,0,1.35922330097087,0,0.194174757281553,0,0,0,0,0.194174757281553,0,0,0,0,0,0.194174757281553,1.35922330097087,0,0,0,0,0,0.194174757281553,0.194174757281553,1.35922330097087,0.194174757281553,0.194174757281553,0,0,24.2718446601942,0,14.5631067961165,0.194174757281553,0,0,0,0,0,0.194174757281553,0.194174757281553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194174757281553,0,0,0,0,0,0,0,0,0,0.194174757281553,0,0,0,0,0,0,0,0,0,0,0.194174757281553,0,0,0,0,0.194174757281553,0,0,0,0,0,0,0,0,0.194174757281553,0,0,0,0,0,0,0,0
"n01b",48,6.88073394495413,1.60550458715596,0.229357798165138,0.229357798165138,6.88073394495413,0,0,0,0.229357798165138,1.60550458715596,0,1.60550458715596,0.229357798165138,0,0.229357798165138,1.60550458715596,0,0,0.229357798165138,0,0,1.60550458715596,0,0.229357798165138,0,0.229357798165138,0.229357798165138,0.229357798165138,0.229357798165138,0,0,1.60550458715596,1.60550458715596,1.60550458715596,6.88073394495413,0,6.88073394495413,0,0.229357798165138,0,0,0,0,1.60550458715596,0,0.229357798165138,0,0,0,0,0,0.229357798165138,0,0,0,0,0,0.229357798165138,0.229357798165138,0,0,0,0.229357798165138,0,0,0,0,1.60550458715596,0.229357798165138,0,0.229357798165138,0,1.60550458715596,0,0,0,0,0.229357798165138,0,0,0,0,0,0.229357798165138,0,0,0,0,0,0.229357798165138,0.229357798165138,0.229357798165138,0,0.229357798165138,0.229357798165138,0,0,6.88073394495413,0.229357798165138,38.9908256880734,0,0.229357798165138,0,0,0,0,0.229357798165138,1.60550458715596,0,0,0,0,0.229357798165138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229357798165138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229357798165138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"n01b",59,21.9941348973607,2.05278592375367,0.293255131964809,0,0,0,0,0,0.293255131964809,0.293255131964809,0,0.293255131964809,0,0,0,2.05278592375367,0,0,0.293255131964809,0,0,0.293255131964809,0,0,0,0.293255131964809,2.05278592375367,0.293255131964809,0.293255131964809,0,0,0,0,0,0.293255131964809,0.293255131964809,2.05278592375367,2.05278592375367,0,0,0.293255131964809,2.05278592375367,0,2.05278592375367,0,0.293255131964809,0,0,2.05278592375367,0,0.293255131964809,0.293255131964809,0.293255131964809,0,0,0,0,0,0.293255131964809,0,0,0,0.293255131964809,0,0,0,0.293255131964809,0.293255131964809,0.293255131964809,0,0.293255131964809,0.293255131964809,0,0,0,0,0,0.293255131964809,0,0,0,0,0,0.293255131964809,0.293255131964809,0,0,0,0,0.293255131964809,0.293255131964809,2.05278592375367,0.293255131964809,0,0.293255131964809,0.293255131964809,0,21.9941348973607,0,21.9941348973607,0.293255131964809,0,0,0,0,0,0.293255131964809,2.05278592375367,0,0,0.293255131964809,0,0,0,0,0,0,0,0.293255131964809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293255131964809,0,0,0,0,0,0,2.05278592375367,0,0,0,0,0,0,0,0,0,0,0.293255131964809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293255131964809,0,0.293255131964809
"n01b",57,24.5901639344262,2.29508196721311,0.327868852459016,0.327868852459016,0,0,0,0,0.327868852459016,0.327868852459016,0,2.29508196721311,0,0,0,2.29508196721311,0,0,0.327868852459016,0,0,0.327868852459016,2.29508196721311,2.29508196721311,0,0.327868852459016,0.327868852459016,2.29508196721311,0.327868852459016,0,0,0,2.29508196721311,0,2.29508196721311,0,9.83606557377049,0.327868852459016,2.29508196721311,0,0,0,0,0.327868852459016,0,0.327868852459016,0,0,0.327868852459016,0,0.327868852459016,0,0,0,0,0,0,0,0.327868852459016,0,0,0,0.327868852459016,0,0,0.327868852459016,0.327868852459016,0.327868852459016,0.327868852459016,0,0.327868852459016,0,0,0,0,0,0,0,0,0,0,0,0.327868852459016,0.327868852459016,0,0.327868852459016,0,0,0,0.327868852459016,0.327868852459016,2.29508196721311,0,0,0.327868852459016,0,0,2.29508196721311,2.29508196721311,24.5901639344262,0.327868852459016,0,0,0,0,0,0.327868852459016,2.29508196721311,0,0,0,0,0,0,0,0,0.327868852459016,0,0.327868852459016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327868852459016,0,0,0,0,0,0,0,0,0,0,0.327868852459016,0,0,0,0,0.327868852459016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"n01b",55,8.64553314121038,0.288184438040346,0.288184438040346,0,0,0,0.288184438040346,0,0.288184438040346,0,0,2.01729106628242,0.288184438040346,0,2.01729106628242,2.01729106628242,0,0,0.288184438040346,0,0,21.6138328530259,0.288184438040346,0.288184438040346,0,0.288184438040346,0,2.01729106628242,0.288184438040346,0,0,2.01729106628242,2.01729106628242,0,2.01729106628242,0.288184438040346,8.64553314121038,0,0.288184438040346,0,0,0,0,2.01729106628242,0,0,0,2.01729106628242,0,0,2.01729106628242,0,2.01729106628242,0,0,0,0,0,0.288184438040346,0,0,0,0.288184438040346,0,0,0,0.288184438040346,0.288184438040346,2.01729106628242,0,2.01729106628242,0,0,0,0,0,0,0.288184438040346,0,0,0,0,0,0.288184438040346,0,0.288184438040346,0,0,0,0.288184438040346,0.288184438040346,2.01729106628242,0,0,0.288184438040346,0,0,2.01729106628242,0.288184438040346,8.64553314121038,0.288184438040346,0,0,0,0,0,2.01729106628242,2.01729106628242,0,0,0.288184438040346,0,0,0,0,0,0,0,0,0,0.288184438040346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288184438040346,0.288184438040346,0,0.288184438040346,0,0,0,0,8.64553314121038,0,0,0,0,0,0.288184438040346,0,0,0,0,0.288184438040346,0,0,0,0,0,0,0,0,0.288184438040346,0,0,0,0,0,0.288184438040346,0,0
"n01b",60,20.4359673024523,0.272479564032698,0.272479564032698,0,0,0,0,0,0.272479564032698,0,0,1.90735694822888,0.272479564032698,0,1.90735694822888,1.90735694822888,0,0,0.272479564032698,0,0,1.90735694822888,0.272479564032698,0.272479564032698,0,0.272479564032698,0,1.90735694822888,0.272479564032698,0.272479564032698,0,1.90735694822888,0,0,0,0.272479564032698,1.90735694822888,0,1.90735694822888,0,0,0,0,1.90735694822888,0,0,0,0,0,0,0,0,0.272479564032698,0.272479564032698,0,0,0,0,0.272479564032698,0,0,0,0.272479564032698,0,0,0,0.272479564032698,0.272479564032698,1.90735694822888,0,0.272479564032698,0,0,0,0,0,0,0.272479564032698,0,0,0,0.272479564032698,0,0,0,0.272479564032698,0,0,0,0.272479564032698,0,1.90735694822888,0,0,0.272479564032698,0,0,46.3215258855586,0,1.90735694822888,0.272479564032698,0,0,0,0.272479564032698,0,0,1.90735694822888,0,0,0,0,0,0,0,0,0,0,0,0,0.272479564032698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272479564032698,0,0,0,0,0,0,0,0,0,0,0.272479564032698,0,0,0,0,0.272479564032698,0,0,0,0,0,0,0,0,0.272479564032698,0,0.272479564032698,0,0,0,0,0,0
"n01b",53,22.4550898203593,0.29940119760479,0.29940119760479,0,0,0,0,0,0.29940119760479,0.29940119760479,0,2.09580838323353,0.29940119760479,0,0,2.09580838323353,0,0,0.29940119760479,0,0,0.29940119760479,0.29940119760479,0.29940119760479,0,0,0,2.09580838323353,0.29940119760479,0.29940119760479,0,8.98203592814371,0,0,0,0.29940119760479,8.98203592814371,0,2.09580838323353,0,0,0,0,2.09580838323353,0,0,0,0,0,0,0,0,2.09580838323353,0,0,0,0,0,0.29940119760479,0.29940119760479,0,0,0.29940119760479,0,0,0.29940119760479,0.29940119760479,0.29940119760479,2.09580838323353,0,0.29940119760479,0,0,0,0,0,0,0.29940119760479,0,0,0,0.29940119760479,0,0.29940119760479,0,2.09580838323353,0.29940119760479,0,0,0.29940119760479,0.29940119760479,0.29940119760479,0,0.29940119760479,0.29940119760479,0,0,22.4550898203593,0,2.09580838323353,2.09580838323353,0.29940119760479,0,0,0,0,2.09580838323353,2.09580838323353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09580838323353,0,0,0.29940119760479,0,0,0,0.29940119760479,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29940119760479,0,0,0,0,0.29940119760479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
