"SR","FRic","FEve","FDiv","FDis","RaoQ","kde.alpha","kde.evenness","kde.dispersion","Plot","Ring","n_trait","traits","mean_cor","min_cor","max_cor"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1.93852939232649,0.60933732988097,0.711598210421493,1.06793547859434,1.8252892232717,9.1890267142435,0.557451457687586,2.31678890903043,23,1,2,1,NA,NA,NA
6,1.36313294626502,0.503481045082272,0.75765074663785,0.977593870027901,1.71658125275057,7.116943809564,0.576116104797883,2.33261717243411,33,1,2,1,NA,NA,NA
5,1.36313294626502,0.584375857076644,0.955943214004037,0.952487111374608,1.74470865045169,8.4818530769452,0.522773475783263,2.49236175444252,45,1,2,1,NA,NA,NA
5,1.36313294626502,0.671467429298676,0.87432081397023,1.06813602223538,1.79198850525489,9.02213689251259,0.573837234635779,2.53770510490227,51,1,2,1,NA,NA,NA
7,4.25512454669592,0.621390547532196,0.870478913312979,1.45093239986396,2.69586549323777,21.0878390566172,0.482818995085308,2.71357374051017,147,3,2,1,NA,NA,NA
7,5.92142397561384,0.733841327318139,0.920277167867475,1.233579535665,2.095813516482,23.8013709462058,0.476133684099212,2.6594036599145,163,3,2,1,NA,NA,NA
6,3.02943237518295,0.783389892968747,0.944012559922299,0.893536473567537,1.47030685972486,12.7832464160594,0.59558232656561,2.46593772115397,173,3,2,1,NA,NA,NA
4,1.35195283839348,0.546450598271628,0.912958884788718,1.02383389682305,1.80571067774356,9.40419362547194,0.492341278543198,2.74396634135584,179,3,2,1,NA,NA,NA
7,2.7242124182214,0.566060049662579,0.852555305557828,1.07835583259714,1.6734299959748,11.7016536704308,0.620101171975882,2.31465172305685,250,5,2,1,NA,NA,NA
3,1.66629942891793,0.34000575200088,0.994115733956156,0.81954107600365,1.63739290830716,16.2487854205306,0.549608902455495,3.07087626241854,270,5,2,1,NA,NA,NA
7,3.60482882124442,0.466744110799845,0.747385563433786,1.39097694520373,2.51846226212103,14.4177664373648,0.572480511515675,2.4717198773372,272,5,2,1,NA,NA,NA
7,3.25357202060649,0.671850803953614,0.965264824498979,0.939469483443156,1.61338185702822,11.8645140833263,0.532693271817217,2.46839677167019,283,5,2,1,NA,NA,NA
7,6.60472860228084,0.734643658518503,0.868292904916901,1.74656270940073,3.58622740819919,34.2798866436879,0.536949816035445,3.13643652784238,23,1,2,2,NA,NA,NA
6,6.60472860228084,0.657588533625344,0.850521143742975,1.44589661134999,2.80684165643489,36.5742497309237,0.546845545981747,3.15824941932014,33,1,2,2,NA,NA,NA
5,6.15548556976621,0.356586894992577,0.944505381584653,0.837271231329353,1.40372746411236,32.507407251391,0.476251174927188,2.99448294963583,45,1,2,2,NA,NA,NA
5,6.15548556976621,0.746133412839128,0.928602725827873,1.47310709298633,2.97174516047407,40.5636707165864,0.568310771834893,3.36468692867912,51,1,2,2,NA,NA,NA
7,3.37953226551627,0.49255987338504,0.925017103290762,1.3246313162469,2.03271490039356,17.6866178765122,0.551195036499083,2.3598165278306,147,3,2,2,NA,NA,NA
7,3.41471655533195,0.585437200745109,0.963841822967488,1.01058916387052,1.42115903655582,16.9422793531606,0.525677758179778,2.29736530060531,163,3,2,2,NA,NA,NA
6,6.5774022701958,0.634726833714155,0.950904272686692,0.927500788456432,1.60934905610468,32.0683865737366,0.511096006353023,2.96031452836435,173,3,2,2,NA,NA,NA
4,2.47019555741704,0.610899065731461,0.963261300533529,0.917744219612572,1.42646072778223,19.4016942711189,0.560896756809915,2.6278030523316,179,3,2,2,NA,NA,NA
7,6.81863244948395,0.631792255318457,0.856166041582947,1.50324148816992,2.90844608004953,35.785222130345,0.562666978076849,3.19362788579541,250,5,2,2,NA,NA,NA
3,0.421916700429598,0.564388523205559,0.994763982032642,0.692015495490225,1.1613039203396,11.6395282186892,0.453903375673505,2.73390116612706,270,5,2,2,NA,NA,NA
7,6.5774022701958,0.426881535398294,0.841447635260602,1.78430697694864,3.66961660215254,35.4281346726576,0.527682673493421,3.19925645531189,272,5,2,2,NA,NA,NA
7,6.65415972090881,0.664371958265956,0.963931740810969,1.09747184171228,2.15001190798936,31.8545141949331,0.519387334040003,3.04455634591015,283,5,2,2,NA,NA,NA
7,5.24746340147222,0.667663903179314,0.837374073919793,1.32298893416436,2.00383725176054,24.2424242377348,0.551148292624672,2.56368646989893,23,1,2,3,NA,NA,NA
6,4.82006329170977,0.540584077788899,0.856114886332715,1.14625787353594,1.67088727969261,23.4134493255546,0.542106781390878,2.56504238497338,33,1,2,3,NA,NA,NA
5,4.82006329170977,0.435012144853281,0.944314515222635,0.792945169598204,1.26135785766551,22.7014619540673,0.448689563911529,2.65886043666145,45,1,2,3,NA,NA,NA
5,4.82006329170977,0.475648078198396,0.899270415341909,0.954461157106583,1.37557212221555,23.8944367377303,0.473845337332486,2.65098075733689,51,1,2,3,NA,NA,NA
7,4.27587857804232,0.665398451671548,0.892243430971065,1.31035719852963,2.12063025240091,20.1632264395191,0.532928087316365,2.46571665970567,147,3,2,3,NA,NA,NA
7,4.61185247978859,0.75439638798369,0.944423731830678,0.973136396323211,1.43289354572671,19.4353275499759,0.501626660163797,2.37669992772494,163,3,2,3,NA,NA,NA
6,5.10423258660879,0.441295567697521,0.97300472778752,0.829275417378468,1.2736848324813,21.7971113486117,0.473707358031241,2.54604947608963,173,3,2,3,NA,NA,NA
4,3.33787638506302,0.583534906342556,0.980457814243985,0.923343341944986,1.50270998006358,25.7117193703956,0.509023214097212,2.78292498030747,179,3,2,3,NA,NA,NA
7,5.10423258660879,0.780788853766524,0.929229624875319,1.13092985771968,1.6786829718116,22.9664494840377,0.54490628761925,2.57432503422172,250,5,2,3,NA,NA,NA
3,0.824195895275633,0.577145927121487,0.99533964163869,0.700591629902215,1.18960339709683,8.64029582203551,0.515421818551572,2.67172624587828,270,5,2,3,NA,NA,NA
7,5.45611210301649,0.352325783511933,0.942179658991073,1.57506232683623,2.60723963945473,26.99475258433,0.541263051309309,2.75391572539224,272,5,2,3,NA,NA,NA
7,5.10423258660879,0.522715183944019,0.973207742176246,0.82603121588713,1.24976532862548,18.080691677969,0.398427645664734,2.40751302384464,283,5,2,3,NA,NA,NA
7,6.702902147288,0.68568810898007,0.872937069522504,1.78168220517277,3.67521742103027,34.70582640131,0.595613445459257,3.20103797188338,23,1,2,4,NA,NA,NA
6,6.702902147288,0.705807953754739,0.856511198318613,1.50692143658677,2.98552395633413,37.5826063316418,0.567290721985735,3.25483427037011,33,1,2,4,NA,NA,NA
5,6.43635948271952,0.340222800847483,0.940412045057382,0.89783135317288,1.55312623553248,33.0778050812289,0.378726157976001,2.99568160070447,45,1,2,4,NA,NA,NA
5,6.43635948271952,0.682517022941805,0.919831871639781,1.59129492532901,3.2891976655005,41.8205451965084,0.559217330671016,3.46431593056174,51,1,2,4,NA,NA,NA
7,2.84605625839534,0.66289461211601,0.908588245362837,1.3056719495115,2.09099626470466,17.9424046614673,0.40939609196904,2.34167160121913,147,3,2,4,NA,NA,NA
7,2.46003918402965,0.584876602021049,0.93708944569364,0.998741266772003,1.43358962849802,14.9422816943164,0.364008949928829,2.20820557264681,163,3,2,4,NA,NA,NA
6,6.43635948271952,0.613091592857485,0.953808801656074,0.99560741261785,1.7694658765643,31.9503826003173,0.42018548885985,3.03281612159718,173,3,2,4,NA,NA,NA
4,2.46003918402965,0.667452412476739,0.960727598637168,0.978560769086285,1.57596484781106,24.0235914489141,0.448187541346459,2.68509965156845,179,3,2,4,NA,NA,NA
7,6.82237655708521,0.646048566655317,0.88931124051928,1.58615887134708,3.13154941534319,36.7186257876691,0.576305434726207,3.24715975629943,250,5,2,4,NA,NA,NA
3,0.120332943352733,0.601490931552989,0.994795378454499,0.715131097835711,1.23971302518573,22.5714505881172,0.448331715380508,2.85638646128466,270,5,2,4,NA,NA,NA
7,6.43635948271952,0.419402940271314,0.817294928777226,1.8155358941572,3.7819656534016,35.4945121298329,0.587617644576855,3.17000503940649,272,5,2,4,NA,NA,NA
7,6.43635948271952,0.677562704414432,0.966427135123653,1.18579415001937,2.3709162936824,30.9936551326865,0.469508009770849,3.06582827952225,283,5,2,4,NA,NA,NA
7,5.53925687821532,0.844871138040268,0.75038258628826,1.38494692453599,2.43331632591051,27.2457727132161,0.507404832482509,2.76707942349827,23,1,2,5,NA,NA,NA
6,5.53925687821532,0.849800549834331,0.752566816765219,1.41186382629982,2.38842599326478,29.6547215287069,0.526618999836775,2.89494391510667,33,1,2,5,NA,NA,NA
5,5.53925687821532,0.70438975375162,0.969878997225726,0.958577648903222,1.70565441032838,32.059096673509,0.466958249846197,3.0057387390361,45,1,2,5,NA,NA,NA
5,5.53925687821532,0.615329959961534,0.920850744171752,1.44740761967202,2.5307382031019,35.1563857165597,0.564135884109935,3.12794233759747,51,1,2,5,NA,NA,NA
7,5.42261379264846,0.475325366105625,0.889108647893201,1.62933381926324,2.98487077802453,28.4564720841034,0.516142205797387,2.86292655124172,147,3,2,5,NA,NA,NA
7,5.78869191565241,0.674435621322345,0.945308626247604,1.42308590610848,2.57103667603383,27.6118775024791,0.510479770472188,2.87454892735553,163,3,2,5,NA,NA,NA
6,5.90533500121926,0.804980164510556,0.963667699725586,1.07506441506607,1.9208021520951,28.8102948772945,0.487597544137972,2.82010304637771,173,3,2,5,NA,NA,NA
4,4.3522938277314,0.437048105092642,0.971334903072066,1.11064894231011,2.02907998607783,37.5691592529132,0.540919238163069,3.23160354325344,179,3,2,5,NA,NA,NA
7,5.90533500121926,0.767758507997443,0.910138914736083,1.54275573350879,2.67276196438048,28.2188449396942,0.500794131663564,2.82347188911167,250,5,2,5,NA,NA,NA
3,2.75988177269268,0.441149895520542,0.97053036077798,0.725236583252559,1.27793170849936,35.9736446978953,0.458839551167177,3.22057091642828,270,5,2,5,NA,NA,NA
7,5.90533500121926,0.278595759128921,0.918648959039101,1.8240503198639,3.3844271813262,31.0778597157067,0.523033271349096,2.94545403245664,272,5,2,5,NA,NA,NA
7,5.90533500121926,0.656727103264816,0.979060207614095,1.13374420926945,1.99713006330003,26.2761251225822,0.47967542223133,2.69239523145841,283,5,2,5,NA,NA,NA
7,5.40211033386955,0.536491908757223,0.761853587439842,1.31945334146323,2.18198873546273,25.1849960473625,0.54786349387395,2.61795312646332,23,1,2,6,NA,NA,NA
6,5.40211033386955,0.688332441976884,0.744465904221395,1.08125872769759,1.79593493178101,26.741926121779,0.585801105538315,2.7118660104632,33,1,2,6,NA,NA,NA
5,5.40211033386955,0.461210349175581,0.907344114152304,0.806728367615118,1.28715486915549,26.7230508962196,0.613636406283434,2.81113652353699,45,1,2,6,NA,NA,NA
5,5.40211033386955,0.444076595431448,0.912352550858739,1.18383245647467,1.92611850058301,32.0955901948076,0.610972348044672,2.96783506210689,51,1,2,6,NA,NA,NA
7,5.39426557543491,0.549560591414338,0.859704883034587,1.30944610144189,2.09220113693919,24.29175223373,0.579314837244064,2.63813229569798,147,3,2,6,NA,NA,NA
7,6.46773856633927,0.612640268803512,0.969036854763921,1.07729963816112,1.7070153863023,27.3731622076977,0.618578781131494,2.71747343993652,163,3,2,6,NA,NA,NA
