"SR","FRic","FEve","FDiv","FDis","RaoQ","kde.alpha","kde.evenness","kde.dispersion","Plot","Ring","n_trait","traits","mean_cor","min_cor","max_cor"
4,0.0882692179296772,0.419862839412782,0.962807377905284,0.275030474167397,0.111537111247011,0.929431217450972,0.709237103344196,0.67534426433827,67,2,2,1,NA,NA,NA
5,0.0791098573210117,0.763841856085668,0.861299584221835,0.273723360419217,0.111326379914866,0.831920454241881,0.683152226798036,0.614534663733906,69,2,2,1,NA,NA,NA
5,0.0763489291978781,0.722580809650939,0.856594456786082,0.227357284537665,0.0854533601353149,0.741775169345342,0.590112024416627,0.584735725773712,104,2,2,1,NA,NA,NA
5,0.0875120617783464,0.736461848032221,0.874942225816314,0.231933687931106,0.0805324588292956,0.693574247736494,0.650431213798682,0.566223569880393,107,2,2,1,NA,NA,NA
6,0.0791098573210117,0.626695800115807,0.856951136546522,0.212397670104279,0.0791614404272485,0.597536707877086,0.54345459083805,0.556015825223515,184,4,2,1,NA,NA,NA
6,0.262555196855217,0.760722373205851,0.83083487482797,0.250631713650485,0.0957658996746022,1.17783676148207,0.517151216467146,0.62653848195353,188,4,2,1,NA,NA,NA
5,0.0763489291978781,0.698872637091763,0.807274559659152,0.163070947781087,0.0496611491245129,0.712715946431566,0.559070814675012,0.551804136633561,201,4,2,1,NA,NA,NA
5,0.0882692179296772,0.473405240566774,0.76810377343037,0.177896739912463,0.0526069083669354,0.619050971407584,0.575891938954534,0.554120589079255,222,4,2,1,NA,NA,NA
6,0.0918876764400825,0.579256123002115,0.974488599294087,0.205494682919392,0.0803313112910668,0.601813042601446,0.622249476550866,0.56862495010597,306,6,2,1,NA,NA,NA
3,0.0843052813677709,0.385647206692882,0.978423053283875,0.225693397547335,0.0924895172642425,1.14460175956621,0.668074025924608,0.714073929911773,344,6,2,1,NA,NA,NA
3,0.0125296271616252,0.185922929415218,0.948574881316957,0.142405413086338,0.0545929093475128,0.739181240295152,0.646293512963529,0.653254028487542,355,6,2,1,NA,NA,NA
5,0.0882692179296772,0.696599170309898,0.933486705683225,0.162429902721376,0.0591654212500598,0.643368865266696,0.594375708234001,0.573427121249125,358,6,2,1,NA,NA,NA
4,0.247898010776162,0.253345809210827,0.857461449443871,0.177748312294133,0.054414910003031,1.76462787839666,0.679389928215618,0.693707410298047,67,2,2,2,NA,NA,NA
5,0.212940815699852,0.694617505423494,0.667879308769504,0.193525143362269,0.0662367994603515,1.71647224821137,0.630838289772059,0.697254419958211,69,2,2,2,NA,NA,NA
5,0.202594685458835,0.696395626890473,0.71672992070157,0.172850880118666,0.0536537698101337,1.5285945893681,0.642760227240011,0.65423313413465,104,2,2,2,NA,NA,NA
5,0.155765594170378,0.590325699579295,0.908348744633564,0.164431188524209,0.0396143962174896,0.881509720273511,0.659151751242052,0.51288909346673,107,2,2,2,NA,NA,NA
6,0.212940815699852,0.746073893325913,0.649217889388651,0.146028892464333,0.0404176364139178,1.24326959000991,0.611382455691887,0.59203465451504,184,4,2,2,NA,NA,NA
6,0.212940815699852,0.615736940198738,0.713717956030552,0.215449028009387,0.07154798758346,1.37304380692965,0.61861512947049,0.631976994833601,188,4,2,2,NA,NA,NA
5,0.202594685458835,0.660060486621179,0.683764596493972,0.148806610648763,0.0425884743998896,1.45401520814352,0.560890929366167,0.632169744538433,201,4,2,2,NA,NA,NA
5,0.247898010776162,0.230613436495183,0.737477810331855,0.150408616085417,0.0358027846197373,1.22355475420454,0.573383702055143,0.578571356723701,222,4,2,2,NA,NA,NA
6,0.25824414101718,0.699996368096423,0.790969041145605,0.140548107074392,0.0461649943649551,1.33505270636299,0.599136707653696,0.612987789129687,306,6,2,2,NA,NA,NA
3,0.14661609550628,0.99233550327409,0.992890432089833,0.134613698689087,0.0343986809321536,1.42555094439081,0.722336228372313,0.632337676456085,344,6,2,2,NA,NA,NA
3,0.116722073536123,0.875587565549135,0.969523933963924,0.0883563577330377,0.0218599001662227,1.28108815977819,0.638979079175372,0.591519615304769,355,6,2,2,NA,NA,NA
5,0.247898010776162,0.478519790978746,0.919610517228022,0.119872093039464,0.0361868304474493,1.29490110296126,0.576057966678191,0.600340397814635,358,6,2,2,NA,NA,NA
4,0.239352661667094,0.43931447879183,0.739101375470734,0.223425940239668,0.0742635256454882,1.50738848375299,0.464205937047988,0.643542734833874,67,2,2,3,NA,NA,NA
5,0.2096209072271,0.597098499734495,0.706251691331807,0.253006535398713,0.086474564728523,1.39510740818747,0.471516573113564,0.6389465954896,69,2,2,3,NA,NA,NA
5,0.321422084316561,0.554876364259226,0.563982772553591,0.217216340020746,0.0747864480722118,1.61472899886167,0.524112567930037,0.665213822491202,104,2,2,3,NA,NA,NA
5,0.183207715257634,0.506802338304485,0.874523528466894,0.192536792705866,0.0619864416704523,1.06579382656099,0.450585725757196,0.56748819336588,107,2,2,3,NA,NA,NA
6,0.321422084316561,0.457897746660752,0.585825142444029,0.187493593760541,0.0636629435795229,1.26402180307205,0.459094621361121,0.616493586208347,184,4,2,3,NA,NA,NA
6,0.325154144284494,0.646021963505008,0.693610975954272,0.255937553400179,0.0894524953830489,1.51485080901972,0.554862679358907,0.652345502536371,188,4,2,3,NA,NA,NA
5,0.321422084316561,0.532030285105888,0.544665557743002,0.167236001294946,0.0529342262916417,1.56052766233516,0.565858297551759,0.660980949300078,201,4,2,3,NA,NA,NA
5,0.304543792880254,0.352328408736,0.662517809811826,0.172167548419105,0.0511848623308454,1.4074550383708,0.543294677648511,0.614795203113542,222,4,2,3,NA,NA,NA
6,0.239352661667094,0.682488042814625,0.954891571569383,0.172086451369544,0.0547188925815216,0.992553382618103,0.392896218123285,0.550727913976936,306,6,2,3,NA,NA,NA
3,0.101500339039312,0.226106556554112,0.976101897250587,0.175315862272681,0.0589888615871965,1.34869794879339,0.450459874742709,0.647031612039949,344,6,2,3,NA,NA,NA
3,0.166691470252471,0.84067966747673,0.709610994517093,0.115348187029481,0.0393056826701571,1.55160847085987,0.501783056537896,0.68591242195636,355,6,2,3,NA,NA,NA
5,0.304543792880254,0.455729432123265,0.5981461598501,0.138316566464268,0.0444015200496894,1.38548762692636,0.488585188499385,0.631587529295999,358,6,2,3,NA,NA,NA
4,0.315548121751828,0.625467387540674,0.970232005674929,0.243525676105991,0.0855644324556958,2.03547854920594,0.633176433867048,0.736548964207395,67,2,2,4,NA,NA,NA
5,0.262918897436908,0.518867353067901,0.780703231752986,0.251110102440315,0.089352121252229,1.80231005221404,0.587859736898034,0.701917292892157,69,2,2,4,NA,NA,NA
5,0.256880539296254,0.720129277628475,0.878979914702919,0.237545682378331,0.0772727459191171,1.65803789528142,0.605586148906903,0.674055921967199,104,2,2,4,NA,NA,NA
5,0.230100029480034,0.669556502781567,0.905680760805706,0.233458583258072,0.071075879625956,1.22484553031184,0.626190057097416,0.586838177336817,107,2,2,4,NA,NA,NA
6,0.262918897436908,0.578951312296272,0.81199785828523,0.200136594955972,0.0632934622222329,1.38425107539541,0.605124092702976,0.618794950592969,184,4,2,4,NA,NA,NA
6,0.262918897436908,0.702922936675442,0.872943922020205,0.274783700079093,0.0917756433895894,1.51820155818294,0.583536216668038,0.657281617700293,188,4,2,4,NA,NA,NA
5,0.256880539296254,0.724795242011341,0.847660137681274,0.203118064556989,0.0602712859831613,1.58090211483264,0.577380740568686,0.663961089457053,201,4,2,4,NA,NA,NA
5,0.315548121751828,0.428994111371411,0.757938559408857,0.212923493488427,0.0591422904249317,1.45111073959241,0.627371229143818,0.63276162392242,222,4,2,4,NA,NA,NA
6,0.321586479892482,0.561975677207086,0.985942008253305,0.200542232573741,0.0699485088728331,1.53611771544368,0.571902201282096,0.651365629733503,306,6,2,4,NA,NA,NA
3,0.230100029480034,0.336989589279742,0.99580763089785,0.181322348115679,0.0608599592582525,1.91730585103098,0.646058463953152,0.729734854435979,344,6,2,4,NA,NA,NA
3,0.154215647142858,0.226273632675057,0.975349177106786,0.123180840534877,0.0382091858375755,1.40017931090622,0.626946429947748,0.644288264765229,355,6,2,4,NA,NA,NA
5,0.315548121751828,0.724545335366333,0.936884244947234,0.174645854222439,0.0569879188892037,1.50376799819519,0.606267591480846,0.636943445160174,358,6,2,4,NA,NA,NA
4,0.326251322151736,0.642206950719303,0.972893121347329,0.239483232794414,0.0832667104022956,2.02139018020492,0.542213009291595,0.737785507699997,67,2,2,5,NA,NA,NA
5,0.235593760427182,0.772375092771847,0.843375240665717,0.255249257260532,0.0827696584944455,1.53155624254998,0.522105402495467,0.661788708019391,69,2,2,5,NA,NA,NA
5,0.293896557971455,0.597009579989717,0.932576968203179,0.256283744883888,0.0862444349980685,1.7081232047975,0.545140392779117,0.691848955818683,104,2,2,5,NA,NA,NA
5,0.258095513858775,0.603495388951477,0.950085518397901,0.261261787967979,0.0867502478972964,1.46146088174234,0.565031826527867,0.639583353125326,107,2,2,5,NA,NA,NA
6,0.293896557971455,0.743450032070126,0.948899720440209,0.220826954844261,0.0721250210645144,1.35578695585476,0.539062044270665,0.617994467010718,184,4,2,5,NA,NA,NA
6,0.298140980095367,0.771536125784799,0.873440678973558,0.300800127121847,0.10428122178599,1.59104691043322,0.537071465945257,0.664569196577991,188,4,2,5,NA,NA,NA
5,0.293896557971455,0.60053776917349,0.899652639804682,0.229580847512679,0.0698456724436118,1.61456961853161,0.566592929013821,0.663510420456242,201,4,2,5,NA,NA,NA
5,0.326251322151736,0.364763289029627,0.887196553886764,0.249275275466709,0.0776521057613629,1.60434970365497,0.5655854468399,0.652964537526545,222,4,2,5,NA,NA,NA
6,0.326251322151736,0.624577081637675,0.981158096975738,0.201103736276435,0.06860522262841,1.35242533388805,0.527712930930637,0.618771523564871,306,6,2,5,NA,NA,NA
3,0.245591414505064,0.333798796535363,0.998596134019931,0.178702094422495,0.0596048248497571,1.95436225977055,0.546889958071773,0.744741919386085,344,6,2,5,NA,NA,NA
3,0.23026530186117,0.227598441155862,0.992873603306511,0.128536005014953,0.042680959367543,1.8276179006558,0.570038665897142,0.716462160211891,355,6,2,5,NA,NA,NA
5,0.326251322151736,0.69220951990191,0.961122016198577,0.180838739397327,0.0604111654124065,1.5979485514467,0.535299124574635,0.658148408895767,358,6,2,5,NA,NA,NA
4,0.195581552830874,0.482839128908112,0.573933946051271,0.168895713441979,0.0451048498883139,1.36762415203163,0.448496952106992,0.635768083991681,67,2,2,6,NA,NA,NA
5,0.147591889934502,0.608503107474267,0.746338049938308,0.186768914536981,0.0519534770744592,1.10225609950573,0.417075612405645,0.584425988727007,69,2,2,6,NA,NA,NA
5,0.193359582137241,0.568649759932183,0.586106774809635,0.152847721042087,0.0402472286990435,1.10949342752357,0.429379653237079,0.574076948763168,104,2,2,6,NA,NA,NA
